country,description,points,price,province,taster_name,title,variety,winery,year
France,"The wine is ripe and warm with generous red-berry fruits and touches of spice. The wine is rounded, full of fruitiness with a layer of tannins that is nicely judged to give support and breadth to the fruit. Drink from 2019.",88,31,Burgundy,Roger Voss,Jean-Luc and Paul Aegerter 2015 Vieilles Vignes  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Jean-Luc and Paul Aegerter,2015
France,"This wine is structured and firm, its red fruits waiting behind the wood and tannin complexity. It shows plenty of potential through its good acidity and cherry fruitiness. Drink from late 2018.",88,19,Beaujolais,Roger Voss,L. Tramier & Fils 2016 Collection  (Morgon),Gamay,L. Tramier & Fils,2016
France,"Touches of wood, not new, give this wine spice and roundness. It is an attractive, citrus-flavored wine, with yellow fruits coming from behind as the wine opens up. Drink now.",88,28,Burgundy,Roger Voss,Louis Latour 2015  Marsannay,Chardonnay,Louis Latour,2015
United States of America,Whiffs of sea breeze and oyster shells waft throughout this brisk unoaked Chardonnay. Crisp apple and lemon flavors are delicate in concentration but pristine and refreshing. Drink now through 2019.,88,22,New York,Anna Lee C. Iijima,Macari 2015 Estate Bottled Chardonnay (North Fork of Long Island),Chardonnay,Macari,2015
United States of America,"Heady floral perfume, tropical fruit and delicate red berry notes burst from the glass. Dry in style, it's a light-footed sip with bracing grapefruit acidity and a concentrated, primary palate. Enjoy soon to maximize all its youthful exuberance.",88,20,New York,Anna Lee C. Iijima,McGregor 2016 Dry Riesling (Finger Lakes),Riesling,McGregor,2016
United States of America,"This wine is lovely in aromatics of honeysuckle, as dense compact layers of ripe apricot highlight a full-bodied profile of concentrated flavor.",88,32,California,Virginie Boone,McKahn 2016 Viognier (Russian River Valley),Viognier,McKahn,2016
France,"This smooth wine has a rounded, soft texture, but acidity and a citrus edge creep into the peach and pineapple fruits. Drink now.",88,47,Burgundy,Roger Voss,Meurgey-Croses 2015 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Meurgey-Croses,2015
United States of America,"This wine shows cocoa, vanilla and barrel spice aromas on the nose. The medium-weight palate shows decent fruit tones however is overshadowed by heavy-handed oak.",88,26,Washington,Sean P. Sullivan,Milbrandt 2014 The Estates Malbec (Wahluke Slope),Malbec,Milbrandt,2014
United States of America,"In this 100% varietal wine, tire rubber, spice box and flower aromas are followed by seamless dark fruit flavors backed by firm but well integrated tannins. It shows a pleasant balance that sustains through the finish.",88,35,Washington,Sean P. Sullivan,:Nota Bene 2013 Ciel du Cheval Vineyard Merlot (Red Mountain),Merlot,:Nota Bene,2013
United States of America,"Subtle pear, orange rind and peach aromas lead this Riesling, along with a floral top note. It drinks off dry, with stone fruit and ale flavors that need more time in bottle to settle. It comes up a bit short on the finish.",88,15,Washington,Sean P. Sullivan,Pacific Rim 2016 Wallula Vineyard Riesling (Horse Heaven Hills),Riesling,Pacific Rim,2016
France,"This ripe wine is already delicious with its full, bold fruits and peach and mango flavors. It's full of rich fruits and touched lightly by spice. Drink this generous wine from 2018.",88,26,Burgundy,Roger Voss,Rijckaert 2015  Saint-Véran,Chardonnay,Rijckaert,2015
United States of America,"Extremely light and delicate aromas of lemon, Gala apple and pear flesh show on the cleanly delivered nose of this bottling by Steve Dooley. There is also a lot of restraint on the palate, perhaps even a tad too much, with fluttering hints of chalk, sour limes and riper pear. The texture is compelling.",89,42,California,Matt Kettmann,Stephen Ross 2015 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Stephen Ross,2015
Spain,"Aromas of orange blossom, clover and honey are true to sun-dried Moscatel grapes. This feels thick and chunky on the palate, but also a bit soft and flat. Flavors of honey and brown sugar are creamy, with modest acidic cut. A slightly cloying finish continues that theme.",89,38,Andalucia,Michael Schachner,Telmo Rodríguez 2012 MR Mountain Wine Moscatel (Málaga),Moscatel,Telmo Rodríguez,2012
Italy,"Made from organic grapes, this bright red opens with violet, red-skinned berry and white pepper scents. The juicy palate doles out ripe raspberry, red cherry and star anise notes, with fresh acidity and velvety tannins. Enjoy through 2020.",89,19,Piedmont,Kerin O’Keefe,Vite Colte 2016 Rossofuoco  (Barbera d'Asti),Barbera,Vite Colte,2016
United States of America,"This Cabernet Sauvignon's char, vanilla, caramel, toast, herb and dark fruit scents are followed by equal parts fruit and barrel flavors. It delivers enjoyment notwithstanding the heavy oak influence, which may yet integrate in the bottle.",89,49,Washington,Sean P. Sullivan,Woodward Canyon 2013 Estate Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Woodward Canyon,2013
United States of America,"This wine's aromas bring cherry and chocolate to mind. The palate provides pleasing fruit and barrel notes, but the two seem disconnected.",89,52,Washington,Sean P. Sullivan,Woodward Canyon 2014 Merlot (Columbia Valley (WA)),Merlot,Woodward Canyon,2014
United States of America,"This wine's aromas suggest woodspice, herb, parsley, cherry and smoke. Its cherry and coffee flavors are light in style and cut short on the finish.",89,40,Washington,Sean P. Sullivan,Januik 2014 Weinbau Vineyard Cabernet Sauvignon (Wahluke Slope),Cabernet Sauvignon,Januik,2014
Spain,"A light color and classic aromas of white flowers, citrus blossom and wet stones open this dry Moscatel from Málaga. A lean, crisp palate with lime-like acidity deals flavors of lime, lychee and white pineapple. A low-volume but racy finish is fresh and tangy.",89,19,Andalucia,Michael Schachner,Jorge Ordóñez & Co. 2016 Botani Old Vines Moscatel,Moscatel,Jorge Ordóñez & Co.,2016
United States of America,"Light cherry, turned earth, rust and potpourri aromas show on the nose of this single-vineyard bottling, which is exploring the lower end of the alcohol scale. The sip is very light and pleasant although a bit simple, with light cherry juice and tangy red plum most prominent.",89,55,California,Matt Kettmann,Kitá 2014 Hilliard Bruce Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Kitá,2014
United States of America,"Very dark in color, this robust wine has enticing wood smoke and oak aromas, rich but dry fruit flavors like blackberry and blueberry, an abundance of muscular tannins in the firm texture and full but not overpowering body. It's very tight to drink now, so best consume it after 2022.",89,28,California,Jim Gordon,Le Casque 2014 Petite Sirah (Sierra Foothills),Petite Sirah,Le Casque,2014
Spain,"Smooth, floral berry aromas are easy to like. This crianza feels whole and plump. Lightly herbal tomato flavors blend with richer plum and berry notes in front of a balanced, mostly ripe finish.",89,19,Northern Spain,Michael Schachner,Luis Cañas 2014 Crianza  (Rioja),Tempranillo,Luis Cañas,2014
United States of America,"This 100% varietal wine shows raspberry jam, fruit leather and plum aromas that are bright on the nose. The palate packs tart fruit flavors supported by plump, ripe tannins. It's not your typical Cabernet but still provides appeal, though the alcohol dominates at times.",89,38,Washington,Sean P. Sullivan,Maryhill 2014 Alder Ridge Vineyard Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Maryhill,2014
United States of America,"Browned butter, toasted almonds, sea salt and peach blossoms converge for a compelling nose on this twist-top appellation blend. It's a full Chardonnay on the sip, with Meyer lemon peel, Gala apple and savory sea salt, all cut by a racy line of acidity.",89,25,California,Matt Kettmann,Bernardus 2015 Chardonnay (Monterey County),Chardonnay,Bernardus,2015
United States of America,"Elderberry, white pepper, leather, asphalt and black olive show on the nose of this blend of all five Bordeaux varieties done in the region's savory style. The flavors are mellow overall, with wildfire smoke and a bit of herbaceousness decorating the elderberry and graphite core.",89,49,California,Matt Kettmann,Black Ridge 2012 San Andreas Red (Santa Cruz Mountains),Bordeaux-style Red Blend,Black Ridge,2012
Italy,"This wine's chopped herb, dark culinary spice, eucalyptus and oak aromas unfold in the glass. The firm palate offers raw cherry, ground clove, star anise and tobacco set against close-grained tannins that grip the finish.",89,45,Piedmont,Kerin O’Keefe,Cantina del Pino 2013 Gallina  (Barbaresco),Nebbiolo,Cantina del Pino,2013
France,"The small Beaujolais cru of Chénas is next door to Moulin à Vent. As this wine shows, it has the same firm structure and ripe fruit. The wine from the cru's chateau is dense, smoky and has plenty of firm tannins. It is a wine to age, so drink from 2019.",89,20,Beaujolais,Roger Voss,Château de Chénas 2015  Chénas,Gamay,Château de Chénas,2015
France,"This is a generous wine, finely balanced and with great fruit. It has a touch of spice to balance the lively acidity and green crisp fruits. A waft of Mediterranean herbs passes over this ripe, generous wine. Drink from late 2017.",89,27,Provence,Roger Voss,Château d'Ollières 2016 Prestige White (Coteaux Varois en Provence),Provence white blend,Château d'Ollières,2016
United States of America,"It's great to find both lots of fruit and good structure in a Zin, especially at such a reasonable price. Spicy aromas like vanilla and nutmeg precede vivid and ripe fruit flavors and more of those oaky spices on the palate where firm tannins and a bite of acidity give a mouthwatering balance.",89,15,California,Jim Gordon,Cline 2015 Ancient Vines Zinfandel (Contra Costa County),Zinfandel,Cline,2015
Italy,"This wine's underbrush, truffle, leather and herb aromas unfold in the glass. The firmly structured palate offers dried black cherry, licorice, espresso, oak-driven spice and toast flavors framed by close-grained tannins. Roasted coffee bean and powdered sage notes mark the finish.",89,46,Piedmont,Kerin O’Keefe,Dante Rivetti 2014 Bric' Micca  (Barbaresco),Nebbiolo,Dante Rivetti,2014
France,"This wine is tight and closed up. It does suggest plenty of fruit weight, hinting at toast and apple flavors that will come through over the next several years to give a rich wine. Drink from 2022.",89,161,Burgundy,Roger Voss,Domaine Faiveley 2015 Charmes Premier Cru  (Meursault),Chardonnay,Domaine Faiveley,2015
France,"The wood-aging flavors show strongly in this ripe wine, balancing with the apple acidity and the touches of green-plum fruits. A streak of minerality adds to the complexity of this delicious wine. Drink from 2018.",89,45,Burgundy,Roger Voss,Domaine Jessiaume 2015 Les Ecussaux Premier Cru  (Auxey-Duresses),Chardonnay,Domaine Jessiaume,2015
France,"This wine is ripe, rounded with a smooth vanilla and spice texture that complements the yellow fruit and rich pear flavors. The wine is generous and likely to age quickly. Drink from 2019.",89,50,Burgundy,Roger Voss,Domaine Pierre Guillemot 2015 Dessus des Golardes  (Savigny-lès-Beaune),Chardonnay,Domaine Pierre Guillemot,2015
France,"This is a tight, tangy wine, laced with attractive wood flavors. Plenty of crisp citrus and spicy flavors balance each other. It is already delicious, so drink now.",89,30,Burgundy,Roger Voss,Domaine Sophie Cinier 2016  Mâcon-Verze,Chardonnay,Domaine Sophie Cinier,2016
United States of America,"Dark red fruit, cracked pepper and the slightest hint of green herbs show on the nose of this pleasant bottling. The herb character is well integrated into a firmly tannic frame on the sip, where tart Montmorency cherry and black-plum skins mix with milk chocolate flavors. The tannins are sticky, yet the mouthfeel is soft in the midpalate.",89,26,California,Matt Kettmann,Firestone 2014 Cabernet Franc (Santa Ynez Valley),Cabernet Franc,Firestone,2014
France,"With no wood aging, the fruit speaks in this wine. However, it does have tannins and a stalky, young character, along with generous black-cherry fruit and a touch of spice. The wine needs to age a few months more, so drink from 2018.",89,40,Beaujolais,Roger Voss,Florent Descombe 2015  Chénas,Gamay,Florent Descombe,2015
Chile,"This dry-farmed Syrah and Merlot blend opens with foresty berry and black-olive aromas. A tight, zesty, acidic palate deals lively flavors of red plum, currant, olive and toasty oak. On a dry, almost astringent finish, this tastes of tomato, red plum and herbs.",89,20,Loncomilla Valley,Michael Schachner,Gillmore 2013 Mariposa Estate Old Vines Dry Farmed Syrah-Merlot (Loncomilla Valley),Syrah-Merlot,Gillmore,2013
